"date","rconm_1","rconm_2","rconm_3","rconm_r","rcongm_1","rcongm_2","rcongm_3","rcongm_r","rcondm_1","rcondm_2","rcondm_3","rcondm_r","rconndm_1","rconndm_2","rconndm_3","rconndm_r","rconsm_1","rconsm_2","rconsm_3","rconsm_r","rconshhm_1","rconshhm_2","rconshhm_3","rconshhm_r","rconsnpm_1","rconsnpm_2","rconsnpm_3","rconsnpm_r","rconhhm_1","rconhhm_2","rconhhm_3","rconhhm_r","ncongm_1","ncongm_2","ncongm_3","ncongm_r","nconshhm_1","nconshhm_2","nconshhm_3","nconshhm_r","nconsnpm_1","nconsnpm_2","nconsnpm_3","nconsnpm_r","nconhhm_1","nconhhm_2","nconhhm_3","nconhhm_r","pcongm_1","pcongm_2","pcongm_3","pcongm_r","pconshhm_1","pconshhm_2","pconshhm_3","pconshhm_r","pconsnpm_1","pconsnpm_2","pconsnpm_3","pconsnpm_r","pconhhm_1","pconhhm_2","pconhhm_3","pconhhm_r","pcpi_1","pcpi_2","pcpi_3","pcpi_r","pcpix_1","pcpix_2","pcpix_3","pcpix_r","pppi_1","pppi_2","pppi_3","pppi_r","pppix_1","pppix_2","pppix_3","pppix_r","employ_level_1","employ_level_2","employ_level_3","employ_level_r","employ_pct_chg_1","employ_pct_chg_2","employ_pct_chg_3","employ_pct_chg_r","h_1","h_2","h_3","h_r","hg_1","hg_2","hg_3","hg_r","hs_1","hs_2","hs_3","hs_r","ipt_1","ipt_2","ipt_3","ipt_r","ipm_1","ipm_2","ipm_3","ipm_r","cut_1","cut_2","cut_3","cut_r","cum_1","cum_2","cum_3","cum_r","hstarts_1","hstarts_2","hstarts_3","hstarts_r"
"1993:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,162,197,241,1.7105,1.7767,2.1643,2.6317,-9.2027,-9.2027,-10.0789,5.7539,-4.5881,-3.4595,-3.4595,7.3738,-10.1747,-10.9705,-12.5567,2.9886,1.0874,5.5465,4.4111,5.5075,4.3869,7.7776,5.4957,9.4645,81.6,81.9,81.9,81.3,80.8,81.1,81.1,80.2,1351,1359,1371,1343
"1993:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,147,162,285,1.9398,1.6081,1.7735,3.1121,9.0811,11.2087,12.2827,4.2673,8.5447,8.5447,8.5447,0,9.3612,12.3418,12.3418,9.1893,8.9662,8.9662,7.8065,11.2389,11.2039,8.8833,10.0525,11.3629,82.4,82.4,82.3,81.8,81.7,81.5,81.5,80.8,1396,1378,1390,1392
"1993:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,202,216,253,2.2793,2.2125,2.3675,2.7512,2.9231,1.9386,1.9386,4.2522,12.3184,11.0268,12.3184,7.3288,0,0.8945,0,-1.4501,11.2354,12.432,10.0901,3.5924,13.4894,14.6856,13.5273,3.6305,83,83,82.2,82,82.2,82.3,81.5,80.9,1432,1450,1406,1376
"1993:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,190,230,329,1.9989,2.0758,2.5178,3.5828,1.9354,0.9635,2.916,4.2372,0,0,-1.15,4.8039,1.795,0.8945,3.6223,9.131,8.8181,12.3506,13.54,7.2807,8.7141,12.2024,15.7741,7.3588,83.5,82.9,83,82.2,82.7,82.2,82.3,81.2,1540,1571,1612,1533
"1994:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-2,-31,282,0.6719,-0.0216,-0.3343,3.0548,11.0678,8.9607,8.9607,2.797,-1.15,0,1.1633,7.255,15.2109,13.169,12.1781,-1.4414,5.3968,6.5019,4.2927,5.3839,2.1033,2.0997,1.0448,1.7843,83.1,83.3,83.1,82.4,82.1,82.3,82.2,81.2,1294,1258,1271,1272
"1994:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,198,278,184,2.369,2.1601,3.045,1.9786,-14.1862,-14.1862,-14.1862,-4.0558,-19.9008,-17.0068,-16.0271,-18.0873,-13.1936,-13.2027,-13.9722,2.9446,5.3631,6.4785,5.3631,0,7.5134,8.6357,6.4093,1.7817,83.4,83.4,83.4,82.2,82.6,82.5,82.5,81.1,1309,1314,1328,1337
"1994:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,464,379,463,5.0298,5.1163,4.1402,5.0389,23.3508,23.3508,17.5074,17.9113,46.4262,46.3725,37.5899,37.0734,15.2109,16.2415,12.1592,10.6302,6.4437,6.4379,7.5539,12.9162,7.4667,9.7007,9.7094,17.0911,83.6,83.6,83.7,82.8,82.8,82.9,82.8,81.9,1473,1492,1519,1564
"1994:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,358,401,344,2.9032,3.8933,4.3702,3.7066,2.8741,8.8217,8.8217,4.1685,3.4629,6.9606,6.9606,7.1399,3.5764,9.1473,9.1473,4.3976,3.1563,2.0942,2.0905,7.1293,4.177,3.1207,4.1733,10.9652,83.6,83.6,83.7,83.1,83,82.8,83,82.4,1455,1472,1471,1465
"1994:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,252,252,336,2.0536,2.7165,2.7165,3.6079,10.7965,8.7573,8.7573,4.1541,1.1241,1.1241,1.1241,7.0977,14.8814,11.9453,10.982,0,2.0905,2.0869,3.148,5.2735,3.1126,2.06,4.1553,7.1293,83.5,83.6,83.7,83.3,82.8,82.9,83.1,82.7,1510,1497,1491,1526
"1994:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,356,383,314,4.1017,3.8484,4.1458,3.358,-3.6553,-3.6553,-2.7532,4.1397,1.1231,1.1231,1.1231,4.6549,-5.8827,-4.2381,-3.4039,7.3996,5.2828,6.3696,7.4468,8.8899,2.0565,2.0512,3.0806,3.488,83.9,83.9,84.2,83.6,82.8,83,83.4,82.6,1351,1351,1358,1409
"1994:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,251,290,371,2.7777,2.6902,3.1142,3.9674,4.7629,4.7591,4.7591,8.4065,1.122,2.2555,1.122,3.4595,5.3321,5.3282,5.3282,5.8449,3.1234,4.1697,4.1625,1.7106,4.1338,6.2318,6.2264,5.2581,83.9,84.3,84.4,83.4,83.1,83.7,83.7,82.7,1415,1413,1439,1439
"1994:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,246,290,289,1.9076,2.6292,3.1061,3.0682,-1.8404,-3.6498,-3.6498,0,2.2513,2.2534,2.2534,1.138,-3.3991,-5.0586,-5.8786,0,8.4683,8.4533,9.5633,6.9943,12.7498,12.7385,12.7385,10.7206,84.7,84.8,84.8,83.7,84.3,84.3,84.3,83,1442,1461,1463,1450
"1994:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,248,272,349,2.5479,2.644,2.9032,3.7064,8.7079,8.7079,7.7072,5.4969,2.2492,4.5447,5.7101,4.619,9.9657,10.9237,9.9733,4.3341,0,-1.0063,-1.0029,5.175,0.9987,-0.9897,0,5.1899,84.6,84.5,84.3,83.7,84.2,84.1,83.6,83.2,1525,1497,1509,1474
"1994:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,164,162,213,2.0584,1.7372,1.7158,2.2405,12.7031,13.7503,13.7503,2.7025,3.3784,2.2387,2.2387,2.2769,15.6447,16.6442,16.6442,5.7955,8.4016,6.2211,4.109,10.5479,11.5114,7.1735,5.0772,12.4386,84.9,84.5,84.3,84.2,84.6,83.9,83.8,83.7,1419,1440,1436,1450
"1994:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,488,534,412,3.7354,5.2431,5.7501,4.3669,-5.3558,-3.6005,-3.6005,5.4594,8.0226,9.2157,8.0226,4.5925,-8.9581,-8.1752,-7.3862,2.8468,6.189,9.4298,9.4216,6.8644,10.3272,12.5282,11.4218,10.4713,84.7,84.7,84.8,84.4,84.4,84.4,84.4,84,1540,1545,1536,1511
"1994:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,210,231,295,2.7082,2.2157,2.4398,3.0981,3.735,2.7894,2.7894,4.0512,9.1455,6.7964,5.635,9.3412,3.4779,1.7241,1.7241,4.2876,11.5416,10.4349,14.8945,14.0753,13.4933,12.3989,15.7113,14.0547,85.4,85.4,85.5,85,85.1,85,85.2,84.6,1529,1527,1545,1455
"1995:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,176,169,337,1.4061,1.8502,1.776,3.5372,12.5803,13.6057,12.5803,2.6754,6.7581,9.1108,7.9318,3.3879,15.5259,15.5259,14.5547,4.2724,5.0558,2.9985,5.0431,1.6494,3.9469,1.9512,4.9393,1.6472,85.5,85.5,85.6,84.9,85.1,85.1,85.3,84.5,1377,1359,1366,1407
"1995:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,345,355,194,3.3606,3.6509,3.7585,2.0165,-9.5266,-7.8647,-7.8647,-1.3107,-7.3425,-7.3489,-7.3489,-14.4681,-9.6695,-8.1254,-8.1254,2.82,6.0639,0.9864,0,-1.6227,4.9353,-1.9077,-2.8536,-3.2169,85.7,85.4,85.2,84.4,85.1,84.9,84.7,83.9,1323,1315,1319,1316
"1995:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,177,179,211,2.1272,1.8523,1.8655,2.1913,2.7744,2.7744,0.9101,2.6724,1.0994,1.0994,0,8.155,4.3362,3.4554,1.7081,-1.3801,-3.8549,-3.8642,-1.948,1.6494,-0.9596,-1.9153,-0.9619,3.3238,84.9,84.7,84.9,84.3,84.5,84.3,84.3,83.8,1211,1231,1238,1249
"1995:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-7,8,163,-0.0932,-0.0722,0.0826,1.6859,0.915,1.8264,2.7511,-1.3093,-20.6841,-17.7124,-17.7124,-13.5843,9.738,10.6414,10.6414,7.1784,-4.8241,-6.6774,-8.502,0,-6.5678,-7.4672,-9.2453,-3.2169,84.1,84.2,84.1,83.9,83.5,83.5,83.4,83.3,1236,1255,1269,1267
"1995:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101,-46,-62,-20,-1.0372,-0.4736,-0.6378,-0.2048,-12.7521,-13.5372,-15.1057,-2.6057,-8.3938,-9.3964,-10.3888,-3.3377,-14.829,-14.1018,-15.5505,-2.7302,-2.9302,-1.9639,0,3.3192,-2.881,-1.9308,-0.9689,3.3238,83.7,83.7,83.9,83.9,83,83,83.1,83.1,1239,1264,1282,1314
"1995:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,250,299,237,2.2418,2.6114,3.1305,2.4568,10.5381,13.6057,13.6057,5.4163,9.1717,11.5932,9.1805,7.0148,10.6888,13.54,13.54,7.1527,0.9971,-0.9856,-1.9591,5.0025,0,-0.9697,-0.9697,5.0094,83.5,83.6,83.7,83.9,82.7,82.8,82.8,83.2,1263,1293,1298,1281
"1995:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,6,28,93,0.568,0.0618,0.2887,0.9556,5.5757,3.6862,3.6862,1.3238,-8.3938,-6.3695,-5.3344,-2.2304,10.5867,7.8478,8.7538,-2.7209,1.9999,4.0331,0.993,-4.7641,-2.8856,0,-0.9697,-6.3136,83.4,83.7,83.6,83.3,82.3,82.5,82.5,82.3,1380,1390,1432,1461
"1995:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,262,263,256,2.594,2.7306,2.7411,2.6486,-5.289,-5.289,-4.4257,4.0151,4.4894,3.347,3.347,6.9876,-8.0546,-8.8205,-7.2719,4.2223,14.7251,14.738,14.738,15.7022,12.3458,12.3458,13.4237,13.8922,84.3,84.2,84.3,84,83,83,83.1,82.8,1398,1392,1392,1416
"1995:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,50,94,239,1.2499,0.5147,0.9697,2.4653,6.5424,6.5373,6.5373,2.6518,3.3377,3.3377,4.4727,2.2683,7.8535,7.8421,6.9438,7.1019,-2.8902,1.9704,1.9736,4.9407,2.935,5.9389,6.9769,10.1469,83.8,84.1,83.7,84,82.9,83.3,82.8,83.2,1390,1389,1389,1369
"1995:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,66,68,157,1.1974,0.6794,0.7001,1.61,9.4052,7.4617,7.4617,2.6459,-1.0874,-2.1621,-2.1621,2.2641,12.3564,10.5172,10.5172,-1.3598,-3.8303,-3.8365,-4.778,-1.5925,-2.84,-1.9047,-4.6995,0,83.6,83.2,83,83.5,82.8,82.3,82.2,82.7,1337,1337,1343,1369
"1995:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,164,212,144,1.7159,1.6951,2.1962,1.4738,-4.3933,-4.3933,-4.3933,0,-4.2889,-4.2889,-4.2889,-4.3828,-4.0714,-4.0714,-4.8672,5.6192,2.9787,3.9962,1.9818,3.2606,1.9417,2.9326,0.9689,0,83.1,83,82.8,83.4,82.2,82.1,82,82.4,NA,1420,1458,1452
"1995:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,161,145,146,1.5576,1.6608,1.4946,1.4926,-1.7857,-3.5421,-3.5421,-1.2966,-1.0924,-5.3534,-7.4203,-6.5312,-2.4699,-2.4716,-1.654,-1.3551,0.9824,1.9785,0.9832,4.9137,0.9666,1.9448,1.9448,4.9204,82.8,82.7,82.7,83.4,81.8,81.8,81.8,82.3,NA,1385,1425,1431
"1996:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-201,-188,-146,-5,-2.0357,-1.9055,-1.4827,-0.0507,-21.108,-21.108,-18.1521,-13.4546,-30.8992,-32.5045,-27.7327,-30.7045,-16.9009,-16.1831,-14.7524,-6.6164,-6.6404,-5.7127,-2.8925,-7.6933,-6.532,-3.782,-2.8468,-9.177,81.9,82.1,82.3,82.5,81,81.2,81.3,81.2,1446,1447,1453,1467
"1996:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,624,631,421,7.4641,6.5789,6.6549,4.3542,46.3304,41.0459,41.0459,26.5615,80.4664,81.8314,79.8771,65.1192,35.1292,29.6066,29.6066,17.7789,16.9091,16.8499,14.61,19.1745,18.8304,19.9313,17.6739,21.1366,82.9,83.2,83.1,83.4,82.1,82.3,82.2,82.1,1490,1505,1514,1491
"1996:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,178,158,257,1.4351,1.8277,1.6107,2.6283,0,0.8959,0,2.6228,-18.6977,-15.0636,-14.1519,-8.5736,6.8253,6.8253,5.0234,4.1397,-5.65,-4.7366,-5.6455,0,-9.0913,-9.9724,-9.1051,-1.5737,82.5,82.5,82.6,82.9,81.4,81.2,81.3,81.5,1447,1435,1439,1424
